fname,summary
test_172,"톰은 음식 코너가 붐벼서 기다린 끝에 덜 익은 치킨 샌드위치를 받았습니다. 케서린은 패스트푸드가 건강에 좋지 않다고 생각하여 집에서 점심을 싸옵니다. 톰은 패스트푸드가 일상이라고 생각하지만, 케서린은 미국인의"
test_173,"#Person2#는 #Person1#의 도움으로 레모네이드, 바비큐 윙, 베이비 백 립을 주문합니다."
test_174,"#Person2#는 #Person1#의 도움으로 더블 치즈버거, 큰 사이즈의 컬리프라이, 중간 사이즈 펩시를 주문합니다."
test_175,#Person2#는 반숙 계란을 먹지만 #Person1#은 반숙 계란을 좋아하지 않습니다. #Person1#은 부드럽게 끓인 계란이 완숙으로 나오는 것을 싫어합니다. #Person2#는 #Person1#이 가끔 까다롭다고 생각합니다.
test_176,#Person2#가 #Person1#에게 그랜드 호텔의 위치를 알려줍니다.
test_177,#Person1#은 아이들에게 미국 경찰의 모습을 보여주기 위해 #Person2#에게 사진을 찍어달라고 요청합니다.
test_178,#Person1#은 #Person2#에게 내일 만실이라 근처의 선셋 호텔에 문의해보라고 안내합니다.
test_179,#Person2#는 미국으로 공부하러 가기 위해 비자를 신청했습니다. #Person2#는 서류를 올바르게 작성하지 않거나 필수 서류를 빠뜨리면 신청이 거절될 수 있다고 생각합니다.
test_180,"#Person2#가 Anne에게 전화를 걸어 데이트를 제안하지만, Anne은 피곤해서 일찍 자야 한다며 거절합니다."
test_181,"Mary는 인터넷 쇼핑이 편리하고 저렴하다고 생각하며, #Person1#에게 온라인 쇼핑 방법을 알려준다."
test_182,#Person2#는 #Person1#에게 회계 프로세스의 가장 기본적인 개념들을 설명합니다.
test_183,"제인은 피터에게 7월 16일부터 1주일 동안 시안에 함께 가자고 초대한다. 제인은 피터가 돈이 많다면 어디로 가고 싶은지 묻고, 피터는 신장이나 티베트로 가고 싶다고 답한다."
test_184,"#Person2#는 딸을 위해 로맨스 영화를 대여하려고 합니다. #Person1#은 #Person2#에게 회원 카드를 발급하고, 영화 대여비와 반납 기한에 대해 안내합니다."
test_185,"#Person1#이 Mr. Lee에게 소포를 전달하려고 하지만, Mr. Lee는 자리에 없어 #Person2#가 대신 받아줍니다."
test_186,#Person2#는 #Person1#에게 공항이 닫혀 내일 아침까지 비행기가 출발하지 않는다고 알립니다. #Person1#은 불을 켜 놓지 않으면 잠을 잘 수 없다고 말합니다.
test_187,#Person1#과 #Person2#는 지난번에 누가 계산했는지에 대해 논쟁을 벌인다. 결국 각자 내기로 합의한다.
test_188,"#Person2#는 성적에 대한 스트레스로 불면증을 겪고 있다. #Person1#은 #Person2#에게 스트레스를 줄이기 위해 요가 수업을 듣거나 이완 테크닉을 배우라고 제안하지만, #Person2#는 시간이 부족하다고 한다. 그래서 #Person1#은 #Person2#에게 음악을 듣"
test_189,"#Person1#은 주방을 현대식으로 바꾸고 싶어 하지만, #Person2#는 현재 주방이 편하고 좋다고 생각한다."
test_190,Walter와 Sterling은 새 선생님 Professor Wood에 대해 이야기한다.
test_191,#Person2#는 #Person1#의 검사 결과가 명확하지 않아 더 정확한 정보를 위해 상담을 예약하고 싶어 합니다.
test_192,"Martin은 Eliza 선생님에게 시험 준비가 잘 되어 있다고 말합니다. 그는 아르바이트를 통해 용돈을 벌고 있으며, 학생 복지회가 큰 도움이 되었다고 생각합니다."
test_193,#Person2#는 #Person1#이 소포를 한국으로 보내는 데 도움을 줍니다.
test_194,#Person1#이 휴대폰을 잃어버려 #Person2#가 #Person1#의 여동생에게 전화를 걸어 #Person1#이 핸드폰을 잃어버렸다고 알립니다. #Person2#는 빵집에 전화를 걸어 #Person1#의 휴대폰이 있는지 확인할 것입니다.
test_195,#Person1#은 #Person2#에게 자신이 로스앤젤레스에서 온 관광객이라고 말합니다.
test_196,#Person2#는 여름 방학 동안 쉬지 않고 사업 수업을 듣고 아르바이트를 하며 경험을 쌓을 계획입니다. #Person1#은 방학 동안 여행을 하고 나중에 진지하게 일자리를 찾을 계획입니다.
test_197,#Person2#는 오늘 아침 우유를 배달하던 중 12번 집의 정원 문이 잠겨 있어 울타리를 넘으려다가 나무 가지에 부딪혔다고 #Person1#에게 설명합니다.
test_198,"#Person2#는 #Person1#에게 6년 전보다 더 열정적이지 않다고 말합니다. #Person2#는 더 오래 일하지만, 더 많은 급여를 받습니다. #Person2#는 승진할 준비가 되었고, 어머니를 돌봐야 해서 여행에 관심이 없습니다."
test_199,"#Person2#는 #Person1#의 통장 개설을 도와주고, 보통 예금 통장에는 이자가 없다고 설명합니다."
test_200,"#Person1#은 중국에 처음 와서 중국 음식을 먹어보고 싶어 한다. #Person2#는 여덟 가지 유명한 중국 요리를 소개하고, #Person1#이 베이징 오리를 먹고 싶어 하자 전취덕 식당을 추천한다."
test_201,#Person2#는 가격에는 동의했지만 배송이 늦어질까 봐 걱정하고 있습니다. #Person1#은 다음 달에 오클랜드를 떠나는 첫 배에 주문을 실어주기로 했습니다.
test_202,#Person1#이 방에서 독서등을 깨뜨려 #Person2#에게 변상을 하기로 했습니다.
test_203,#Person1#은 #Person2#와 함께 2006 회계연도 마케팅 계획에 대해 논의합니다. #Person2#는 젊은 소비자들을 끌어들이고 이미지를 새롭게 하려는 목표를 언급합니다. #Person1#은 목표 달성을 평가하기 위해 고려해야 할 세 가지 요소를 설명합니다.
test_204,"#Person2#는 #Person1#에게 휴가 동안 유럽을 여행하며 파리, 니스, 밀라노, 에든버러를 방문할 계획이라고 말합니다."
test_205,Mr. Fox는 중형차를 예약했으나 이용할 수 없게 되었습니다. #Person2#는 사과하고 작은 차와 SUV를 제안합니다. Mr. Fox는 작은 차를 선택하고 보험을 원합니다. #Person2#는 보험과 대여료에 대해 할인을 제공하기로 합니다.
test_206,#Person1#은 엄마에게 카드게임을 할 수 있는지 요청합니다. 엄마는 아빠가 일하고 있으니 소리 내지 말라고 경고합니다.
test_207,Ann은 Mr. Jones에게 커피를 준비하고 그의 일정을 알려줍니다.
test_208,#Person1#과 #Person2#는 세계 지도를 보며 지형에 대해 이야기하고 있다. #Person1#은 인터넷에서 더 많은 정보를 찾거나 #Person2#의 지리 수업에 참석할 계획이다.
test_209,"#Person2#가 금연 방을 예약했으나 담배 냄새로 인해 방 교체를 요청했고, #Person1#이 금연 방을 제공하기로 했습니다."
test_210,#Person1#은 Bill에게 젖어 있는 페인트에 손대지 말라고 경고합니다. 작업자들은 표지판을 설치하려고 젖어 있는 시멘트 위를 걷고 있습니다.
test_211,"#Person2#는 #Person1#에게 한 잔 더 하자고 하지만, #Person1#은 떠나야 한다. #Person1#은 #Person2#에게 전화번호를 요청하고, 다음 주에 전화할 예정이다."
test_212,Bill은 Jim에게 Dick이 이탈리아에서 돌아온 후 아팠으나 이제는 괜찮아졌다고 말합니다.
test_213,"#Person2#는 #Person1#에게 상사가 근무 시간을 통제하고 최저임금을 받으며 야근 수당도 없다고 말합니다. #Person1#은 #Person2#에게 직장을 그만두라고 제안하지만, #Person2#는 다른 직장을 찾기 어려울까 봐 망설입니다."
test_214,Lisa는 #Person1#에게 남편 Mark가 바람을 피우고 있다는 사실을 알게 되었다고 말한다. Lisa는 Mark에게 진실을 말하거나 그녀와 관계를 끝내지 않으면 이혼하겠다고 경고한다.
test_215,#Person2#의 의사는 #Person2#에게 빨간 고기 섭취를 줄이고 식단을 정리하라고 조언했습니다.
test_216,"#Person2#는 #Person1#에게 남아달라고 요청하지만, #Person1#은 떠나기로 결심한다."
test_217,"#Person2#는 #Person1#에게 도서관 이용 방법을 설명하고, #Person1#은 회화 영어 관련 책 두 권을 대출하려고 합니다."
test_218,"#Person1#과 #Person2#는 좋은 날씨를 즐기며 밖에서 점심을 먹기로 하고, 날씨가 계속 좋다면 주말에 해변에 가기로 계획합니다."
test_219,"#Person1#은 #Person2#에게 박물관 내 사진 촬영이 금지되어 있으며, 카메라를 잠시 맡아달라고 요청합니다."
test_220,"#Person2#는 대출 신청에 대한 정보를 얻기 위해 #Person1#에게 문의합니다. #Person1#은 대출 정책의 일반적인 조건을 설명하고, #Person2#의 신용 점수가 낮아 대출 승인이 어려울 수 있음을 알려줍니다."
test_221,"#Person1#은 모니카의 발표를 칭찬하며, 모니카는 동료들과 경제학 전문가의 도움을 받았다고 설명한다."
test_222,"#Person1#은 톰에게 함께 뛰러 가자고 제안하지만, 톰은 아침에 뛰는 것을 선호하여 이미 아침에 뛴 상태입니다. #Person1#은 일찍 일어나는 것이 어렵다고 하자, 톰은 내일 함께 아침에 뛰러 가자고 제안합니다."
test_223,#Person2#는 #Person1#에게 일본 레스토랑의 메뉴와 영업 시간을 안내합니다.
test_224,"#Person1#이 Simpson 씨에게 목요일에 점심을 제안하고, Simpson 씨가 이를 수락합니다."
test_225,"#Person1#은 #Person2#에게 데이트 상대와의 레스토랑 예약을 도와달라고 요청합니다. #Person2#는 그레이머시 타번을 추천하고, #Person1#은 그곳에 예약을 원합니다."
test_226,"#Person2#는 #Person1#에게 음식과 음료의 가격을 안내하고, #Person1#이 팁을 주려 하자 이를 거절합니다."
test_227,"#Person1#과 #Person2#는 각자의 나라에서 인기 있는 스포츠에 대해 이야기합니다. #Person2#의 나라에서는 축구, 농구, 수영, 테니스가 인기가 있으며, #Person1#의 나라에서는 골프와 럭비가 인기가 있습니다."
test_228,#Person2#는 #Person1#의 도움으로 솔트레이크시티에서 헬싱키로 가는 가장 저렴한 항공편을 예약합니다. #Person2#는 채식 기내식을 요청합니다.
test_229,"#Person1#은 내일 할머니를 만나러 플로리다에 가고, 할머니가 #Person1#을 디즈니 월드에 데려갈 예정입니다."
test_230,"#Person1#과 #Person2#는 호주에 가고 싶어하며, #Person2#는 그레이트 배리어 리프를 보고 싶어합니다."
test_231,"Laura는 몸매를 유지하기 위해 헬스장에 간다. #Person1#은 주로 걷기 운동을 하며, 가끔 자전거를 탄다. Laura는 #Person1#에게 함께 헬스장에 가자고 제안하지만, #Person1#은 거절한다."
test_232,"#Person2#는 #Person1#에게 자신이 시카고에서 태어나 로스앤젤레스에서 고등학교를 졸업했으며, 1995년부터 약 2년간 뮌헨에 살았다고 말합니다."
test_233,#Person2#는 #Person1#의 새 정장이 좋은 거래라고 생각하지 않습니다.
test_234,"Ann은 대학 라디오에서 방송 중이며, Martha Bicycle Club의 회장인 Robin과 함께 mountain lake cycle tour에 대해 이야기하고 있습니다."
test_235,#Person2#는 #Person1#의 추천으로 컴파리와 싱어를 주문합니다.
test_236,"#Person1#이 Gregory에게 점심을 함께 먹자고 제안합니다. #Person1#은 지난 주말에 번지 점프를 했다고 Gregory에게 이야기하지만, Gregory는 #Person1#이 이상하다고 생각합니다. 결국 #Person1#은 지갑을 잃어버립니다."
test_237,"#Person1#은 #Person2#에게 노르망디 상륙작전에 대한 정보를 검색하는 것을 도와달라고 요청합니다. #Person2#는 웹사이트를 추천하고, 자세한 정보를 얻기 위해 역사책을 읽으라고 조언합니다."
test_238,#Person1#은 #Person2#에게 체형 관리를 위해 더 가벼운 무게로 시작하라고 조언합니다. #Person2#는 #Person1#이 드는 무게가 많다고 생각합니다.
test_239,#Person2#는 #Person1#에게 학생들을 위한 주차 건물이 캠퍼스 서쪽에 있다고 안내합니다.
test_240,"Emily는 자신의 급여 명세서에 대해 Susan에게 문의한다. Susan은 Emily에게 급여 명세서의 맨 위부터 설명하며, FICA와 SUI 세금이 무엇인지, 그리고 Medicare와 건강 보험 계획에서 공제되는 이유를 알려준다."
test_241,#Person2#가 #Person1#에게 자판기에서 간식을 사는 방법을 설명합니다.
test_242,#Person2#는 #Person1#에게 온라인으로 알게 된 여자친구를 만나러 태국에 갈 계획이라고 말합니다. #Person1#은 놀라워하며 #Person2#를 축하합니다.
test_243,"제임스는 케이트의 새 가구와 커튼을 칭찬하고, 케이트는 카펫에 대한 제임스의 솔직한 의견을 묻는다."
test_244,"#Person2#는 Bill에게 조깅, 걷기, 헬스클럽 운동, 계단 이용, 수영 또는 라켓볼, 핸드볼, 댄스 수업을 권장합니다."
test_245,#Person2#는 #Person1#에게 올해 졸업하기 위해 과학 과목을 수강해야 한다고 조언합니다.
test_246,"Tim은 #Person1#에게 그의 프로젝트와 더 환경친화적인 삶을 사는 방법에 대해 이야기합니다. Tim은 자전거를 타고 학교에 가며, 종이 사용을 줄이고 학교 매점에서 음료수 자판기를 제거할 것을 제안합니다."
test_247,#Person1#은 토니에게 크리스마스가 다가오면서 쇼핑센터에서의 바쁜 근무로 인해 피곤함을 토로한다.
test_248,"Sue는 알레르기를 피하기 위해 특정 음식을 피하고 있어 Bill이 만든 케이크를 먹지 않는다. Bill은 Sue에게 샐러드를 대신 가져다주고, 나중에 레스토랑에 가서 스프를 먹자고 제안한다."
test_249,"#Person2#는 여름 옷을 찾고 있으며, #Person1#은 모든 여름 의류가 20% 할인 중이라고 안내합니다. #Person2#는 티셔츠에 어울리는 치마를 선택합니다."
test_250,#Person2#는 #Person1#에게 72시간 내에 재확인하지 않아 예약이 취소되었음을 알립니다. #Person1#은 다른 티켓이 있는지 문의합니다.
test_251,#Person2#는 #Person1#에게 가족들이 부활절에 교회에 간 후 뷔페식 파티를 한다고 설명합니다.
test_252,"#Person1#은 #Person2#에게 아들이 나쁜 습관을 가지고 있다고 말합니다. #Person2#는 #Person1#에게 아들에게 애정과 인내심, 존중으로 대하라고 조언합니다."
test_253,"#Person1#은 #Person2#에게 친구 Julie와 Alex의 결혼 소식을 전하고, Alex의 들러리가 총각 파티를 준비 중이라고 말합니다. #Person2#는 파티가 과하지 않기를 바라며, 자신도 친구 Wendy의 결혼식을 준비 중이라고 이야기합니다."
test_254,#Person1#은 #Person2#에게 투표용지를 제공하고 투표 부스로 가라고 안내합니다.
test_255,"#Person1#과 #Person2#는 회사의 인원 감축 소식을 듣고 누가 잘릴지에 대해 이야기한다. 그들은 조지, 앤디, 리사, 마이클을 고려하지만, 결국 자신들이 잘릴 가능성을 염두에 둔다."
test_256,"#Person1#과 #Person2#는 중국 드라마 '중국식 이혼'에 대해 이야기하며, 이혼율 증가와 젊은 세대의 결혼에 대한 태도에 대해 논의한다."
test_257,"Judy는 #Person1#에게 여행 비용이 13,000 RMB 이상이라고 말하며, 교통비와 호텔비가 큰 부분을 차지한다고 설명합니다. Judy는 #Person1#에게 청년호스텔을 추천합니다."
test_258,#Person1#이 #Person2#에게 메리가 제로드와 결혼했다는 놀라운 소식을 전합니다.
test_259,#Person2#가 지갑을 잃어버려 #Person1#에게 50달러를 빌린다. 이후 #Person2#는 #Person1#과 함께 주유소에 갈 예정이다.
test_260,"#Person1#은 #Person2#에게 주요 공급업체 두 곳이 합병했다는 소식을 전합니다. #Person2#는 그 소식을 믿기 어려워하지만, #Person1#은 재정신문에서 직접 읽었다고 설명합니다."
test_261,"조는 톰의 새 조수가 거만하다고 느끼지만, 톰은 그녀가 모두에게 그런다고 생각한다."
test_262,Sarah는 회의에서 자신의 제안을 제대로 전달할 기회를 얻지 못해 속상해하고 있다. #Person1#은 그녀에게 짧고 간결하게 의견을 전달하라고 조언한다.
test_263,#Person1#과 #Person2#는 이슬람에 관한 프로그램을 보고 있다. #Person2#는 #Person1#에게 무슬림들이 메카로 순례를 가는 이유를 설명한다. 그들은 또한 다른 종교의 순례에 대해 이야기한다.
test_264,"Ted는 Jenny에게 데이트 신청할 용기가 없고, Mike는 그에게 감정을 표현하라고 격려한다."
test_265,#Person2#는 #Person1#에게 화를 풀기 위해 음악을 듣거나 운동을 하라고 조언합니다.
test_266,"#Person1#은 #Person2#에게 뉴질랜드에 있는 가족에 대해 묻고, #Person2#는 #Person1#의 외삼촌과 그의 두 딸에 대해 설명합니다."
test_267,#Person1#은 Stuart 씨가 도시 마라톤에서 우승한 것을 축하합니다.
test_268,#Person2#는 면세점에서 아이들과 아내를 위한 선물을 고르고 있습니다. #Person1#은 스니커즈와 향수를 추천합니다. #Person2#는 스니커즈 5켤레와 향수 한 병을 구매합니다.
test_269,홍은 #Person1#에게 현지 SIM 카드를 사용하여 영국으로 전화하는 것이 비용 절감에 도움이 될 것이라고 제안합니다.
test_270,"#Person2#는 현재 월급으로 1,800위안을 받고 있습니다. Mr. Brown은 #Person2#에게 한 달에 2,500위안을 제안합니다."
test_271,"#Person1#과 #Person2#는 Barry와 그의 형 Paul에 대해 이야기합니다. #Person2#는 자신이 수줍음이 많다고 생각하지만, #Person1#은 #Person2#가 수줍음이 없다고 생각합니다."
test_272,#Person1#은 #Person2#에게 파사디나나 아카디아에서 3개의 침실과 2개의 화장실이 있는 중간 크기의 집을 찾고 있다고 말합니다.
test_273,"Grant 씨는 샘플을 보고 결정을 내리기 어려워하며, #Person2#에게 다음 주에 연락해달라고 요청합니다."
test_274,#Person2#는 #Person1#에게 PHS에서 Sons까지 가기 위해 268번 버스를 타고 페어 오크스와 워싱턴에서 내린 후 261번 버스를 타야 한다고 안내합니다.
test_275,Mr. Lee가 Mrs. Word를 집까지 차로 데려다 줍니다.
test_276,"#Person1#은 #Person2#의 어깨를 검사하고, 어깨 엑스레이 촬영을 권장하며 오늘 밤 병원에 머물 것을 제안합니다."
test_277,#Person2#가 IBA 고객 서비스에 전화하여 신용카드를 잃어버렸다고 알립니다. #Person1#은 #Person2#에게 몇 가지 정보를 요청합니다.
test_278,"#Person1#은 #Person2#에게 낮잠을 하겠다고 말하고, #Person2#는 #Person1#을 깨우기 위해 저녁 준비를 시작할 것입니다."
test_279,"#Person2#는 #Person1#의 도움으로 중국 음식을 주문하고, 두유와 밸류 밀, 고추장을 추가로 요청합니다."
test_280,#Person1#과 #Person2#는 줄을 서서 음식을 기다리고 있다. #Person1#은 크림 케이크를 좋아하지만 #Person2#는 느끼하다고 생각한다.
test_281,"#Person1#은 Lucy에게 노래를 부르라고 하지만, Lucy는 Stanley의 노래를 듣고 싶어 한다."
test_282,"#Person2#는 DVD 산업으로 인해 영화관이 큰 도전에 직면하고 있다고 생각하며, 영화관의 개념을 혁신해야 한다고 주장합니다."
test_283,"#Person1#은 #Person2#에게 면 드레스를 추천하고, #Person2#는 하얀색을 선호합니다."
test_284,"Joshua는 아빠에게 용돈을 받으려 하지만 아빠가 잊어버립니다. 아빠는 은행이 닫혀 있어 침대 밑의 비밀 돈통에서 돈을 꺼냅니다. Joshua는 돈을 저축하고, 기부하며, 책을 사기로 계획합니다."
test_285,"#Person1#과 #Person2#는 Mike의 생일 파티에 초대받았으며, #Person1#은 Mike에게 파티 시작 시간을 물어볼 예정이다."
test_286,"#Person1#은 #Person2#의 도움으로 소포를 우선우편으로 보내고, 우표와 우편환을 구매합니다."
test_287,"#Person1#과 #Person2#는 태풍과 지진에 대해 이야기합니다. #Person2#는 지진이 세계에서 가장 무서운 자연재해 중 하나라고 언급하며, 중국은 유라시아 판에 위치해 있어 지진이 자주 발생한다고 설명합니다."
test_288,"#Person1#은 습하고 추운 날씨를 견디기 힘들어하며, #Person2#는 곧 봄이 오면 날씨가 좋아질 것이라고 말합니다."
test_289,#Person1#과 #Person2#는 배구 경기가 끝난 후 올림픽 기념품 가게에 가서 가족을 위한 선물을 고르기로 했습니다. #Person2#는 #Person1#에게 다양한 기념품의 종류와 가격에 대해 설명합니다.
test_290,"#Person1#은 요리를 위해 큰 팬을 사고 싶어합니다. #Person2#는 알루미늄 팬을 추천하고, #Person1#은 가벼운 나무 손잡이와 뚜껑이 있는 팬을 구매합니다."
test_291,#Person1#과 #Person2#는 퇴근 후에 만나기로 했습니다.
test_292,"#Person1#은 Mr. Becker에게 워싱턴의 관료들이 그들의 직업을 좋아하는 이유를 묻고, Mr. Becker는 급여와 근무 조건이 매력적이라고 설명합니다."
test_293,"#Person1#은 Pete에게 베이징 사무실에서 일하는 Henry Johnson을 소개합니다. Pete와 Mr. Johnson은 뉴욕 출신입니다. #Person1#은 저녁 식사 후 노래방에 가자고 제안하지만, Pete와 Mr. Johnson은 노래를 부르는 것을 꺼려합니다. 결국 그들은 저녁 식사 후 바 거리로 가기로"
test_294,Julie는 Mr. Jones에게 지난 일요일부터 식중독으로 아팠다고 말합니다. 그녀는 집에 오는 길에 구입한 치킨이 병의 원인일 수 있다고 생각합니다. Julie는 친구들의 도움으로 수업을 따라가고 있습니다.
test_295,"Mike의 엄마는 친구들이 오후에 방문할 예정이라 준비 중입니다. Mike는 엄마를 도와 음료수와 설탕, 사과를 사기로 했습니다."
test_296,#Person2#는 비행기보다 환경에 덜 해로운 버스를 타고 #Person1#을 방문했습니다. #Person1#은 #Person2#가 지쳐 보여 건강을 더 신경 써야 한다고 생각합니다.
test_297,"#Person1#은 #Person2#와의 인터뷰를 통해 #Person2#의 업무 경험, 외국어 능력, 대중 연설 능력을 평가합니다."
test_298,지미는 에이미에게 어제 제니와 빌과 함께 베이하이 공원에서 피크닉을 즐겼다고 이야기한다. 에이미는 그에게 책을 돌려주려고 전화했다.
test_299,"#Person1#은 #Person2#에게 차를 마시자고 하지만, #Person2#는 정원에 물을 주고 싶어 한다. #Person1#은 혼자 차를 마시고 있다가 비가 오는 것을 보고 기뻐한다."
test_300,#Person1#은 #Person2#에게 Ken이 돌아오면 긴급 회의를 잡으라고 요청합니다.
test_301,#Person2#는 #Person1#의 도움으로 편지를 등기로 보내기 위해 7달러를 지불합니다.
test_302,"#Person1#은 Mr. Smith에게 감염 치료를 위해 항생제와 크림을 처방하고, 약국에서 할인받을 수 있다고 안내합니다."
test_303,"#Person2#는 중국의 공예품을 사고 싶어 하고, #Person1#은 종이 공예품, 자수, 바틱을 추천합니다. #Person2#는 자수를 보고 싶어 합니다."
test_304,#Person1#은 #Person2#에게 에펠탑의 높이와 이름의 유래에 대해 설명합니다.
test_305,"#Person1#은 #Person2#의 영어 실력을 칭찬하며, #Person2#의 미국 체류 기간과 가족에 대해 묻습니다."
test_306,#Person2#는 한 시간 전에 도착했어야 할 사람을 기다리며 초조해하고 있다.
test_307,"#Person1#은 #Person2#에게 계속 그렇게 하면 문제가 생길 것이라고 경고하지만, #Person2#는 #Person1#이 항상 부정적인 경향이 있다고 생각합니다."
test_308,#Person1#과 #Person2#는 John이 자주 그녀와 데이트하는 것에 대해 이야기하며 그들이 잘 어울린다고 생각합니다.
test_309,"#Person1#과 #Person2#는 런던의 역사적인 장소와 인물들에 대해 이야기합니다. 그들은 넬슨 기념탑, 웨스트민스터 사원, 보우디카 동상, 런던 타워, 마담 투소 밀랍 인형 박물관을 방문할 계획입니다."
test_310,"다니엘은 #Person2#에게 과학을 가장 좋아한다고 말합니다. #Person2#는 다니엘이 체육을 더 좋아할 것이라고 예상했지만, 다니엘은 과학에 흥미가 있다고 설명합니다."
test_311,"#Person2#가 #Person1#을 위해 베이비 샤워를 준비했습니다. #Person1#은 턱받이, 유모차, 식탁의자, 카시트, 놀이펜, 침대를 받았습니다."
test_312,"#Person1#은 중국에 관광하러 가고 싶어하며, #Person2#는 바쁜 일정 때문에 동행할 수 없다."
test_313,Tim과 Karren은 대화를 마치며 인사를 나눈다.
test_314,#Person2#는 #Person1#에게 Michael의 새 오토바이를 타본 경험과 자전거를 선호하는 이유를 설명합니다.
test_315,"#Person2#는 중국어 외에 영어와 프랑스어를 구사할 수 있으며, 영어 실력이 일반 사무직 수행에 충분하다고 생각합니다."
test_316,앤디가 타일러 집에 전화를 걸었으나 나오미 대신 낸시가 전화를 받습니다.
test_317,"#Person1#은 뉴욕행 비행기를 타려 했으나 취소되었습니다. #Person2#는 다른 항공사를 예약하거나 내일 비행기로 예약할 것을 제안합니다. #Person1#은 줄서는 것을 싫어하여 내일 비행기로 예약하기로 하고, #Person2#는 50% 할인을 제공하기로 합니다."
test_318,"#Person1#과 #Person2#는 버거 퀸에서 점심을 먹기로 했습니다. 그들은 치즈버거, 밀크셰이크, 감자튀김을 주문할 예정입니다. #Person2#는 튀긴 음식을 많이 먹으면 살이 찔까 걱정하지만, #Person1#은 가끔 먹는 것이 괜"
test_319,#Person1#은 #Person2#에게 초과 수하물 요금을 지불하고 짐에 취급 주의 라벨을 붙이라고 안내합니다.
test_320,"#Person1#은 탄산음료를 마시고 싶어하지만, #Person2#는 탄산음료가 갈증을 제대로 풀지 못한다고 설명하며 물을 마시는 것을 권장합니다."
test_321,AB 회사의 Wang Miao가 매니저 Liang에게 전화하여 Mr. Green의 일정 변경을 알리고 사과를 전달합니다.
test_322,#Person1#은 #Person2#의 도움으로 에나멜 가죽 구두를 구매합니다.
test_323,"Benjamin은 #Person1#에게 프로젝트 보고서를 어떻게 써야 할지 모르겠다고 말한다. #Person1#은 결론, 세부사항, 형식을 포함해야 한다고 조언한다. Benjamin은 마이크로소프트 워드를 잘 몰라서 #Person1#이 도와주기로 한다."
test_324,"#Person2#는 중간 크기 피자를 주문하려 했으나, #Person1#의 도움으로 25% 할인된 해산물 피자를 얇은 도우로 주문합니다."
test_325,"#Person1#은 #Person2#의 도움으로 새우 칵테일, 계란 수프, 스테이크, 블랙커피, 미네랄 워터를 주문합니다."
test_326,"#Person1#은 #Person2#에게 집의 거실, 주방, 화장실에 대해 설명합니다."
test_327,"#Person2#는 3일 전에 #Person1#의 가게에서 구매한 개인 스테레오에 대해 불만을 제기합니다. 스테레오에 스크래치가 있으며, 소음 문제도 있습니다. #Person1#은 #Person2#에게 다른 모델로 교환할 수 있다고 제안합니다."
test_328,"#Person1#은 #Person2#에게 기숙사 보증금 납부를 서두르라고 하지만, #Person2#는 기숙사가 시끄러워 교외에서 사는 것을 고려 중입니다."
test_329,"#Person1#과 #Person2#는 중고 서점에서 책을 둘러보고 있습니다. #Person1#은 1893년에 메모가 적힌 책을 발견하고 그 책의 가치를 높게 평가하지만, #Person2#는 75센트짜리 책을 더 나은 선택이라고 생각합니다."
test_330,"#Person2#는 창가 테이블을 원했지만, #Person1#은 중앙 테이블로 안내했습니다. #Person2#는 음식을 주문했으나, 친구를 기다려 20분 후에 음식을 준비해 달라고 요청했습니다."
test_331,"#Person2#는 #Person1#에게 중요한 편지를 배달 증명 우편으로 보내고, 소포에는 보험을 들라고 조언합니다."
test_332,John이 Sally에게 Tom으로부터 온 편지를 읽어준다. Tom은 Sally와 John이 1월에 방문할 때 역으로 마중 나갈 예정이다.
test_333,#Person1#과 #Person2#는 도서관 컴퓨터 사용의 어려움에 대해 불평합니다.
test_334,"#Person1#과 #Person2#는 화창한 날씨에 대해 이야기합니다. #Person2#는 주말에 소풍을 가자고 제안하지만, #Person1#은 비가 올 거라고 생각합니다."
test_335,#Person2#는 #Person1#에게 컴퓨터에 관한 일반적인 정보를 찾는 방법을 안내합니다.
test_336,"#Person2#는 프렌치 가든 레스토랑에서 #Person3#의 도움으로 물, 참치 샌드위치, 야채 수프를 주문합니다."
test_337,"#Person2#는 #Person1#의 도움으로 레모네이드, 바비큐 윙, 베이비백 립스를 주문합니다."
test_338,"#Person1#은 #Person2#에게 커피를 식사와 함께 제공하고, 디저트는 나중에 주문할 수 있다고 안내합니다."
test_339,#Person2#는 #Person1#에게 Eric이 데이트 신청하면 예스라고 할 것이라고 말합니다. #Person1#은 복권에 당첨되면 세계 여행 티켓 두 장을 살 것이라고 합니다.
test_340,"#Person1#은 Jack에게 새 강아지 사진을 보여주고, Jack은 강아지가 귀엽다고 생각한다."
test_341,#Person1#은 엄마에게 Jane 이모가 Tom에게 새 자전거를 사줬다고 말합니다. #Person1#은 Tom의 자전거가 자신의 것보다 더 좋다고 생각합니다. #Person1#은 엄마를 위해 비행기를 사드릴 것이라고 말합니다.
test_342,#Person2#가 치마를 입어보고 가격에 놀랍니다.
test_343,#Person2#는 #Person1#에게 #Person2#의 도시가 200년 전 작은 마을에서 대규모 석탄 발견으로 산업 중심지로 성장한 과정을 설명합니다. #Person2#의 도시에는 여전히 200년 이상 된 건물들이 남아 있습니다.
