fname,summary
test_178,"#Person1#은 #Person2#에게 내일 빈 방이 없음을 알리고, 근처의 다른 호텔을 추천합니다."
test_179,"#Person2#는 #Person1#에게 미국 학생 비자 신청 과정에 대해 이야기합니다. #Person2#는 신청서 작성과 필요한 서류 준비에 어려움을 겪었고, 많은 사람들이 비자 조건을 어기기 때문에 중국인에게 더 엄격하다고 생각합니다."
test_180,"#Person2#가 Anne에게 전화를 걸어 함께 시간을 보내자고 제안하지만, Anne은 피곤해서 거절합니다."
test_181,"Mary는 인터넷 쇼핑이 편리하고 저렴하다고 생각하며, #Person1#에게 온라인 쇼핑 방법을 알려준다."
test_182,"#Person2#는 미국식 회계에 익숙하지 않지만, #Person1#에게 회계 프로세스의 기본 개념들을 설명합니다."
test_183,"제인은 피터에게 여름에 시안으로 일주일 여행을 가자고 제안한다. 제인은 신장이나 티베트로 가고 싶어 하고, 피터는 남서쪽으로 가고 싶어 한다."
test_184,"#Person2#는 딸을 위해 로맨스 영화를 빌리고 싶어 합니다. #Person1#은 #Person2#에게 회원 카드가 필요하다고 안내하고, 영화 대여비와 반납 기한에 대해 설명합니다."
test_185,"#Person1#이 Mr. Lee의 소포를 전달하려고 하지만, #Person2#가 서명을 위해 잠시 기다려 달라고 요청합니다."
test_186,"#Person2#는 #Person1#에게 공항이 닫혀 내일 아침까지 비행기가 출발하지 않으며, 공항 호텔에서 방을 제공할 것이라고 설명합니다. #Person1#은 불을 켜 놓지 않으면 잠을 잘 수 없다고 말합니다."
test_187,"#Person1#과 #Person2#는 각자 내기로 하고, #Person2#는 #Person1#에게 식당을 추천해 달라고 요청합니다."
test_188,"#Person2#는 성적 때문에 스트레스를 받아 잠을 잘 못 자고 있다. #Person1#은 #Person2#에게 요가 수업을 듣거나 이완 테크닉을 배우라고 제안하지만, #Person2#는 시간이 없다고 말한다. 그래서 #Person1#은 #Person2#에게 가벼운 음악이나 클래식 음악을 듣는 것을 추천한다"
test_189,#Person1#은 #Person2#에게 주방을 현대식으로 바꾸고 싶다고 말합니다.
test_190,Sterling과 Walter는 Professor Wood에 대해 이야기한다.
test_191,#Person2#는 #Person1#에게 검사 결과를 확인하기 위해 상담 시간을 예약하려고 합니다. #Person1#은 걱정하지만 #Person2#는 #Person1#을 안심시킵니다.
test_192,"Martin은 Eliza 선생님에게 시험 준비가 잘 되었고, 용돈을 벌기 위해 아르바이트를 하고 있으며, 학생 복지회가 큰 도움이 되었다고 말합니다."
test_193,#Person1#은 한국으로 소포를 보내고 싶어 합니다. #Person2#는 1등급과 소포 우편 두 가지 방법을 제안합니다. #Person1#은 더 저렴한 소포 우편 방법을 선택합니다.
test_194,"#Person1#은 휴대폰을 잃어버려 Linda에게 결혼식에 휴대폰을 가져가지 말자고 제안합니다. Linda는 여동생에게 #Person1#이 휴대폰을 잃어버렸다고 알리고, 빵집에 전화를 걸어 휴대폰을 찾으려 합니다."
test_195,#Person1#은 #Person2#에게 자신이 미국 로스앤젤레스 출신이며 이곳에 이틀 더 머무를 것이라고 말합니다.
test_196,"#Person1#과 #Person2#는 여름 방학 계획에 대해 이야기한다. #Person1#은 쉬고 싶어하고, #Person2#는 사업 수업을 듣고 아르바이트를 할 계획이다."
test_197,#Person2#는 Mary에게 우유 배달하러 갔다가 개에게 쫓겨나서 나무 가지에 부딪혔던 경험을 이야기합니다.
test_198,"#Person1#은 #Person2#와의 인터뷰에서 #Person2#가 6년 전과 달라진 점에 대해 이야기합니다. #Person2#는 더 오랜 시간을 일하며 더 많은 급여를 받고 있으며, 승진할 준비가 되어 있다고 말합니다."
test_199,"#Person2#는 #Person1#의 예금 통장 개설을 도와주고, 예금에는 이자가 없으며 출금 방법에 대해 설명합니다."
test_200,"#Person1#은 처음으로 중국에 와서 진짜 중국 음식을 먹고 싶어 한다. #Person2#는 여러 요리 스타일을 추천하지만, #Person1#은 맵지 않은 음식을 원한다. 그래서 #Person2#는 근처에 있는 베이징 요리 식당을 추천한다."
test_201,#Person1#과 #Person2#는 상사와의 회의 결과에 대해 논의합니다. 상사는 가격에 동의했지만 배송 지연에 대해 우려하고 있습니다. #Person1#은 #Person2#에게 다음 달에 오클랜드를 떠나는 첫 배에 주문을 실어주기로 했습니다.
test_202,#Person1#이 방에서 독서등을 깨뜨려 #Person2#에게 손해를 보상하기로 했습니다.
test_203,"#Person1#과 #Person2#는 2006 회계연도 마케팅 계획에 대해 논의합니다. #Person1#은 목표 달성을 평가하기 위해 고려해야 할 세 가지 요소를 설명하고, #Person2#는 매출 그래프를 통해 두 번째와 세 번째 부분을 설명합니다."
test_204,"#Person2#는 휴가 동안 유럽 여행을 계획하고 있으며, 파리, 니스, 밀라노, 에든버러를 방문할 예정입니다. #Person1#은 #Person2#에게 기념품을 부탁합니다."
test_205,Mr. Fox는 중형차를 예약했으나 차량이 준비되지 않았습니다. #Person2#는 사과하고 작은 차량과 보험을 제공하며 할인을 제안합니다.
test_206,#Person1#이 카드게임을 하기 위해 엄마에게 허락을 구합니다. 엄마는 아빠가 근처에서 일하고 있으니 조용히 해야 한다고 경고합니다.
test_207,Ann은 Mr. Jones에게 커피를 준비해주고 이번 주 회의 일정을 알려줍니다.
test_208,#Person2#는 지리 수업을 준비하기 위해 지형이 표시된 지도를 보고 있다. #Person1#과 #Person2#는 지형과 기후에 대해 흥미로운 이야기를 나눈다.
test_209,#Person2#는 금연 방을 예약했으나 담배 냄새가 심해서 #Person1#에게 방 교체를 요청합니다.
test_210,#Person1#은 Bill에게 젖어 있는 페인트에 손대지 말라고 경고합니다. Bill은 교장 선생님이 작업자들에게 표지판을 세우지 말라고 했다고 말합니다.
test_211,"#Person1#과 #Person2#는 즐거운 시간을 보냈고, #Person1#은 #Person2#의 번호를 받아 다음 주에 전화하기로 했다."
test_212,Bill은 Jim에게 Dick이 아팠지만 이제는 괜찮다고 말한다.
test_213,"#Person2#는 #Person1#에게 자신의 상사가 근무 시간을 완전히 통제한다고 말합니다. #Person2#는 최저임금을 받으며, 야근에 대한 추가 수당도 받지 않습니다. #Person1#은 #Person2#에게 그만두고 다른 일을 찾으라고 제안하지만, #Person2#는 시장성 있는 기술이 부족해 걱정이라고 답합니다"
test_214,"Lisa는 #Person1#에게 남편 Mark가 바람을 피우고 있다는 사실을 알게 되었다고 말한다. Mark는 처음에는 직장 동료라고 했지만, 계속된 추궁 끝에 진실을 털어놓았다."
test_215,#Person2#의 의사가 #Person2#에게 과식을 줄이고 식단을 정리하라고 조언했습니다.
test_216,"#Person1#은 떠나고 싶어하고, #Person2#는 #Person1#을 설득하려 하지만 실패한다."
test_217,"#Person2#는 #Person1#에게 도서관 이용 방법을 설명하고, #Person1#은 회화 영어 관련 책 두 권을 대출하려고 합니다."
test_218,#Person1#과 #Person2#는 밖에서 점심을 먹기로 하고 날씨를 즐깁니다. #Person1#은 해변에 가고 싶어합니다.
test_219,"#Person1#은 #Person2#에게 박물관에서 사진 촬영이 금지되어 있으며, 카메라를 잠시 맡길 것을 요청합니다."
test_220,"#Person2#는 대출 신청에 대한 정보를 얻기 위해 #Person1#에게 문의합니다. #Person1#은 대출 조건을 설명하지만, #Person2#의 낮은 신용 점수로 인해 대출 승인이 어려울 수 있다고 합니다."
test_221,"#Person1#은 모니카의 성공적인 발표를 칭찬하고, 모니카는 동료들의 지원에 감사의 뜻을 전합니다."
test_222,#Person1#은 아침에 달리기를 시작하고 싶어 하지만 일찍 일어나지 못합니다. 톰은 #Person1#에게 내일 아침에 함께 달리기를 제안합니다.
test_223,#Person2#는 #Person1#에게 일본 레스토랑의 음식 종류와 영업 시간을 안내합니다.
test_224,#Person1#이 Simpson 씨에게 목요일 12시 30분에 점심을 제안합니다.
test_225,"#Person1#은 세련된 데이트 상대를 위해 #Person2#에게 레스토랑 추천을 요청합니다. #Person2#는 그레이머시 타번을 추천하고, #Person1#은 그곳에 예약을 부탁합니다."
test_226,"#Person2#는 #Person1#에게 음식과 음료의 가격을 설명하고, #Person1#은 팁을 남깁니다."
test_227,"#Person1#과 #Person2#는 각자의 나라에서 인기 있는 스포츠에 대해 이야기합니다. #Person2#의 나라에서는 축구, 농구, 테니스, 수영이 인기이고, #Person1#의 나라에서는 골프와 럭비가 인기입니다."
test_228,"#Person2#는 23일에 솔트레이크시티에서 헬싱키로 가는 비행기와 29일에 헬싱키에서 솔트레이크시티로 돌아오는 비행기를 예약하고 싶어 합니다. #Person1#은 가장 저렴한 항공편을 추천하고, #Person2#는 채식 기내식을 요청합니다."
test_229,#Person1#은 #Person2#에게 내일 할머니와 함께 디즈니 월드에 갈 예정이라고 말합니다.
test_230,#Person2#는 호주에서 그레이트 배리어 리프를 보고 싶어합니다.
test_231,"Laura는 #Person1#에게 건강과 외모를 위해 운동한다고 말한다. #Person1#은 걷기를 즐기고, Laura는 친구들과 테니스를 친다. Laura는 #Person1#에게 헬스장에 같이 가자고 제안하지만, #Person1#은 꺼려한다."
test_232,"#Person2#는 #Person1#에게 자신이 시카고에서 태어났고, 열네 살 때 로스앤젤레스로 이사하여 고등학교를 졸업했다고 말합니다. 이후 #Person2#는 유럽으로 여행을 떠나 뮌헨에서 약 2년간 머물렀습니다."
test_233,#Person2#는 #Person1#의 새 정장이 좋은 거래라고 생각하지 않는다.
test_234,"Ann은 대학 라디오에서 Martha Bicycle Club의 회장 Robin을 인터뷰하며, Robin은 mountain lake cycle tour에 대해 설명합니다."
test_235,"#Person1#은 #Person2#에게 아페리티프로 컴파리를 추천하고, 싱어를 무알콜 칵테일로 추천합니다. #Person2#는 싱어를 매우 좋아합니다."
test_236,"Eric과 Gregory는 점심을 먹으며 대화를 나눈다. Eric은 지난 주말에 번지 점프를 했다고 말하고, Gregory에게도 시도해보라고 권유하지만, Gregory는 이를 거절한다."
test_237,#Person2#가 #Person1#에게 인터넷에서 노르망디 상륙작전에 대한 정보를 찾는 것을 도와준다.
test_238,#Person2#는 처음으로 헬스장에 와서 #Person1#에게 운동 팁을 묻습니다. #Person1#은 #Person2#에게 더 가벼운 무게로 시작하고 철봉 운동 전에 스트레칭을 하라고 조언합니다.
test_239,"#Person1#은 캠퍼스 내에 차를 주차하고 싶어 하고, #Person2#는 학생들을 위한 주차 건물을 추천합니다."
test_240,"Emily는 미국에서 받은 첫 급여에 대해 Susan에게 문의한다. Susan은 Emily에게 FICA와 SUI 세금을 설명하고, Medicare가 현재 사용할 수 있는 건강 보험이 아님을 알려준다. Emily는 주 공제와 연방 공제의 차이를 이해하고 감사의 뜻을 전한다."
test_241,#Person2#는 #Person1#에게 자판기에 돈을 넣고 원하는 제품을 선택하는 방법을 설명합니다.
test_242,"#Person2#는 #Person1#에게 겨울 방학 동안 태국에 있는 여자친구를 만나러 갈 것이라고 말합니다. 그들은 인터넷을 통해 알게 되었고, 다음 달에 약혼할 예정입니다."
test_243,"제임스는 케이트의 새 가구 세트와 커튼을 칭찬하고, 케이트의 카펫에 대해 솔직한 의견을 묻는다."
test_244,"#Person2#는 Bill에게 하루 운동 일정표를 주며, 조깅, 직장까지 걸어가기, 헬스클럽에서 운동하기, 계단 이용하기, 수영이나 라켓볼, 핸드볼 하기 등을 권장합니다."
test_245,"#Person1#은 과학 과목에 등록할지 고민하고 있으며, #Person2#는 #Person1#에게 적합한 과목을 추천합니다."
test_246,"Tim은 #Person1#에게 그의 프로젝트와 더 환경 친화적인 삶을 사는 방법에 대해 이야기합니다. Tim은 환경 문제에 대해 배우고, 버스가 없어서 자전거를 타고 학교에 가기로 했습니다. 그는 학교에서 종이 사용을 줄이고, 과제를 전자적으로 제출하는 것을 선생님께 추천할"
test_247,#Person1#은 토니에게 크리스마스 시즌에 쇼핑센터 장난감 부서에서 일하면서 겪는 스트레스를 털어놓습니다.
test_248,"Bill은 Sue에게 케이크를 권하지만, Sue는 알레르기를 피하기 위해 다이어트 중이라 거절한다. Sue는 뜨거운 스프를 원하며, Bill은 파티 후에 레스토랑에 가서 스프를 먹자고 제안한다."
test_249,"#Person2#는 여름 옷을 찾고 있으며, #Person1#의 도움으로 티셔츠와 치마를 구매합니다."
test_250,#Person2#는 #Person1#의 예약이 72시간 내에 재확인되지 않아 취소되었음을 알립니다. #Person1#은 다른 티켓을 요청합니다.
test_251,"#Person2#는 #Person1#에게 부활절에 가족이 모여 교회에 가고 뷔페식 점심을 먹으며, 어른들이 아이들을 숨긴다고 설명합니다."
test_252,"#Person1#은 #Person2#에게 아들이 상처 주는 말을 하는 나쁜 습관이 생겼다고 말합니다. #Person2#는 애정과 인내심, 존중으로 대하고 좋은 행동에는 보상을 주라고 조언합니다."
test_253,"#Person1#은 #Person2#에게 Julie와 Alex의 결혼 소식을 전하며, Alex의 신랑 들러리가 총각 파티를 준비하고 있다는 이야기를 한다. #Person2#는 총각 파티가 과하게 될까 걱정하지만, #Person1#은 걱정하지 않아도 된다고 말한다."
test_254,"#Person1#은 #Person2#에게 투표용지를 제공하고, 투표 부스로 가도록 안내합니다."
test_255,"#Person1#과 #Person2#는 회사의 인원 감축에 대해 이야기합니다. 그들은 조지, 앤디, 리사, 마이클이 잘리지 않을 것이라고 생각하지만, #Person1#은 자신이 잘릴 수도 있다고 느낍니다. #Person2#는 #Person1#이 걱정하지 않아도 된다고 생각합니다."
test_256,"#Person2#는 중국 드라마 '중국식 이혼'을 보고 있으며, #Person1#은 이 드라마가 우리의 삶과 가깝다고 생각합니다. 그들은 이혼율 증가와 젊은 세대의 결혼에 대한 태도에 대해 이야기합니다."
test_257,"Judy는 #Person1#에게 계획된 예산이 13,000 RMB가 넘는다고 말합니다. #Person1#은 그 금액이 너무 많다고 생각합니다. Judy는 교통비와 호텔비를 줄이기 위한 방법을 제안합니다."
test_258,"#Person1#은 #Person2#에게 메리가 제로드와 결혼했다고 전하고, #Person2#는 놀랍니다."
test_259,#Person2#는 지갑을 잃어버려 #Person1#에게 돈을 빌립니다. #Person1#은 #Person2#와 함께 책을 사러 가기로 합니다.
test_260,"#Person1#은 #Person2#에게 Murphy Music과 U-Tunes가 합병할 예정이라고 말합니다. #Person2#는 그 소식을 믿기 어려워하지만, #Person1#은 재정신문에서 직접 읽었다고 설명합니다."
test_261,"조는 톰의 새 조수가 거만하다고 생각하지만, 톰은 그녀가 모두에게 잘한다고 말한다."
test_262,Sarah는 #Person1#에게 회의에서 자신의 제안을 듣지 않아 속상하다고 말한다. #Person1#은 짧고 간결하게 말하라고 조언한다.
test_263,"#Person2#는 #Person1#에게 메카로 순례를 가는 무슬림들에 대해 설명합니다. #Person1#은 여러 신앙에서 순례가 흔하다고 언급하며, #Person2#는 사람들이 치유될 것이라고 믿기 때문에 루르드에서 치유가 일어난다고 생각합니다."
test_264,"Ted는 Jenny에게 데이트 신청할 용기가 없지만, Mike는 그녀에게 자신의 감정을 말하라고 격려한다."
test_265,#Person1#은 #Person2#에게 화를 어떻게 다루는지 묻습니다. #Person2#는 음악 감상과 운동을 추천합니다.
test_266,"#Person2#는 #Person1#에게 뉴질랜드에 있는 가족을 소개하며, 외삼촌 Bill과 그의 딸들에 대해 설명합니다."
test_267,#Person1#은 Stuart 씨가 도시 마라톤에서 우승한 것을 축하합니다.
test_268,#Person2#는 면세점에서 아이들과 아내를 위한 선물을 고르고 있습니다. #Person1#은 아이들을 위한 스니커즈와 아내를 위한 향수를 추천합니다.
test_269,#Person1#은 영국으로 전화를 해야 하지만 로밍 요금이 비싸다. 홍은 #Person1#에게 현지 SIM 카드를 사용하라고 제안한다.
test_270,"#Person2#는 월급을 받고 있으며, Mr. Brown은 #Person2#에게 한 달에 2,500위안을 제안합니다."
test_271,"#Person1#과 #Person2#는 Barry가 야심차고 정직하지 않다고 생각합니다. #Person2#는 자신이 정중하고, 신중하며, 편안하고, 수줍음 많다고 생각하지만, #Person1#은 #Person2#가 수줍음이 많지 않다고 생각합니다. #Person1#은 #Person2#의 생일 파티에 참석할 예정입니다."
test_272,#Person1#은 #Person2#에게 파사디나나 아카디아 지역에서 3개의 침실과 2개의 화장실이 있는 중간 크기의 집을 찾는 데 도움을 요청합니다.
test_273,Grant 씨는 샘플을 보고 다음 주에 연락하기로 했습니다.
test_274,"#Person2#는 #Person1#에게 PHS에서 Sons까지 직행 버스가 없으며, 두 번의 환승이 필요하다고 설명합니다."
test_275,Mr. Lee가 Mrs. Word를 집까지 차로 데려다 줍니다.
test_276,"#Person1#은 #Person2#의 몸을 점검한 후 어깨 엑스레이 촬영을 권장하고, 오늘 밤은 병원에 머물 것을 제안합니다."
test_277,#Person2#는 도시를 관광 중에 신용카드를 잃어버려 고객 서비스에 도움을 요청합니다.
test_278,"#Person1#은 잠시 낮잠을 자고 싶어 하며, #Person2#는 전화기를 뽑아놓고 6시에 저녁을 준비하겠다고 합니다."
test_279,"#Person2#는 중국 음식을 주문하고 #Person1#의 안내로 테이블에 앉습니다. #Person2#는 두유, 밸류 밀, 고추장을 추가로 요청하고, #Person1#은 소고기가 포함된 음식을 제공합니다."
test_280,#Person1#과 #Person2#는 식당에서 식기를 챙기고 줄을 서며 음식을 기다리고 있다.
test_281,"#Person1#은 Lucy에게 노래를 부르라고 하지만, Lucy는 Stanley의 노래를 듣고 싶어 한다."
test_282,"#Person2#는 #Person1#에게 DVD 산업이 영화관에 큰 도전을 주고 있으며, 영화 상영의 개념을 혁신해야 한다고 말합니다."
test_283,"#Person2#는 가볍고 산뜻한 드레스를 찾고 있으며, #Person1#은 면 소재의 드레스를 추천합니다. #Person2#는 하얀색을 선호합니다."
test_284,"Joshua는 아빠에게 용돈을 요청하지만, 아빠는 깜빡해서 주지 못합니다. Joshua는 아빠에게 비밀 돈통에서 돈을 사용하라고 제안합니다."
test_285,"#Person1#과 #Person2#는 Mike의 생일 파티에 참석할 예정이며, #Person2#가 #Person1#을 차로 데려가기로 했다."
test_286,#Person1#은 #Person2#의 안내로 우선우편을 보내고 우표와 우편환을 구매합니다.
test_287,"#Person1#과 #Person2#는 태풍과 지진에 대해 이야기합니다. #Person2#는 중국이 지진을 자주 겪는 이유를 설명하고, #Person1#은 원촨 지진에 대해 언급합니다."
test_288,"#Person1#은 습하고 추운 날씨를 견디기 힘들어하지만, #Person2#는 이런 날씨에 익숙합니다."
test_289,"#Person1#과 #Person2#는 배구 경기가 끝난 후 올림픽 기념품 가게에 가서 가족을 위한 선물을 고르기로 했습니다. 그들은 마스코트, 엽서, 열쇠고리, 포스터 등을 살펴볼 예정입니다."
test_290,#Person1#은 #Person2#의 도움으로 알루미늄 팬과 뚜껑을 구매합니다.
test_291,#Person1#과 #Person2#는 다섯 시에 만나 함께 출근할 예정입니다.
test_292,"#Person1#은 Mr. Becker에게 워싱턴의 관료들이 그들의 직업을 좋아하는 이유를 묻습니다. Mr. Becker는 공무원 생활이 보람 있고 안정적인 직업이며, 많은 직책이 민간 업계와 비슷한 급여를 지급한다고 설명합니다."
test_293,"#Person1#은 뉴요커 Pete와 베이징 출신 Henry를 소개합니다. 두 사람은 같은 도시 출신이라는 사실을 알게 됩니다. #Person1#은 저녁 계획으로 유명한 만두집에서 식사 후 노래방에 가자고 제안하지만, Pete는 노래 실력이 좋지 않아 맥주를 마시러 가자고 제안합니다."
test_294,Julie는 Mr. Jones에게 식중독으로 인해 일주일 동안 수업에 참석하지 못했다고 설명합니다. Julie는 식사 후 길거리 가게에서 샀던 치킨이 원인일 수 있다고 생각합니다.
test_295,"Mike의 엄마는 친구들이 오늘 오후에 방문할 예정이다. Mike는 과일 주스와 콜라를 사오고, 커피를 만들 계획이다."
test_296,#Person1#은 베를린에 온 #Person2#를 환영합니다. #Person2#는 버스 여행이 비록 편하지는 않았지만 환경 친화적이라 선택했다고 설명합니다. #Person1#은 #Person2#의 건강을 걱정합니다.
test_297,#Person1#은 #Person2#와 면접을 진행하며 #Person2#의 업무 경험과 외국어 능력을 확인합니다.
test_298,"지미는 제니와 빌의 피크닉 초대를 받아 베이하이 공원에 가서 즐거운 시간을 보냈다. 에이미는 그의 책을 돌려주러 전화했고, 지미는 30분 뒤에 카페에서 만나기로 했다."
test_299,"#Person1#은 #Person2#에게 차를 마시자고 제안하지만, #Person2#는 먼저 정원에 물을 주어야 한다고 합니다. 그러나 #Person1#이 창밖을 보니 비가 내리고 있습니다."
test_300,"#Person1#은 #Person2#에게 긴급 회의를 최대한 빨리 소집하고, Ken이 돌아오면 일정을 잡아달라고 요청합니다."
test_301,#Person1#은 #Person2#가 편지를 등기로 보내는 것을 도와줍니다.
test_302,"#Person1#은 Mr. Smith에게 항생제와 크림을 처방하고, 약국에서 이를 할인받을 수 있다고 안내합니다."
test_303,"#Person2#는 #Person1#에게 독특하고 운반이 쉬운 중국 공예품 추천을 요청합니다. #Person1#은 종이 공예품, 자수, 바틱을 제안하고, #Person2#는 자수를 보고 싶어합니다."
test_304,#Person1#은 #Person2#에게 에펠탑의 높이와 이름 유래에 대해 설명합니다.
test_305,"#Person1#은 Brian의 영어 실력을 칭찬하며 그가 미국에 온 지 얼마나 됐는지 묻습니다. Brian은 캘리포니아는 가본 적이 없지만, 라스베이거스에 출장으로 간 적이 있다고 답합니다."
test_306,"#Person1#은 #Person2#에게 걱정하지 말라고 하지만, #Person2#는 여전히 걱정하고 있다."
test_307,"#Person1#은 #Person2#에게 계속 그렇게 하면 문제가 생길 것이라고 경고하지만, #Person2#는 #Person1#이 항상 좋지 않은 쪽만 본다고 생각합니다."
test_308,#Person1#과 #Person2#는 John이 그녀에게 푹 빠져 일주일에 7번이나 데이트를 한다고 이야기한다.
test_309,"#Person1#과 #Person2#는 런던의 역사에 대해 이야기합니다. #Person1#은 넬슨 기념탑, 보우디카 동상, 런던 타워를 언급하고, #Person2#는 웨스트민스터 사원과 마담 투소 밀랍 인형 박물관을 언급합니다."
test_310,다니엘은 #Person2#에게 과학이 가장 좋아하는 과목이라고 말한다. #Person2#는 다니엘이 항상 장난꾸러기라서 믿기 어렵다고 생각한다.
test_311,"#Person2#가 #Person1#의 베이비 샤워를 준비했습니다. #Person1#은 작은 턱받이, 유모차, 식탁의자, 카시트, 놀이펜, 침대를 받았습니다."
test_312,"#Person1#은 중국에 관광하러 가고 싶어하며, #Person2#에게 함께 가자고 하지만 #Person2#는 바빠서 갈 수 없다고 한다."
test_313,Tim과 Karren이 작별 인사를 나눈다.
test_314,"#Person2#는 #Person1#에게 Michael이 새 오토바이를 샀다고 말하며, 자신은 자전거를 사고 싶다고 합니다."
test_315,"#Person2#는 #Person1#에게 자신이 중국어, 영어, 프랑스어를 구사할 수 있다고 말합니다. #Person2#는 영어를 잘 읽고 쓸 수 있으며, 통역사로 일한 경험이 있습니다."
test_316,"앤디가 나오미에게 전화를 했으나, 그녀의 여동생 낸시가 받았습니다. 낸시는 메모를 남기기로 했습니다."
test_317,#Person1#은 뉴욕행 비행기 취소로 인해 #Person2#에게 내일 비행기를 예약해 달라고 요청합니다. #Person2#는 50% 할인을 제공하기로 합니다.
test_318,"#Person1#과 #Person2#는 버거 퀸에 가서 치즈버거, 밀크셰이크, 감자튀김을 먹기로 했습니다. #Person2#는 튀긴 음식을 많이 먹으면 살이 찔까 봐 걱정하지만, #Person1#은 가끔 먹는 것이 해롭지 않다고 생각합니다."
test_319,#Person1#은 #Person2#에게 초과 수하물 요금을 지불하라고 안내합니다.
test_320,"#Person1#은 탄산음료를 마시고 싶어하지만, #Person2#는 탄산음료가 건강에 좋지 않다고 하며 물을 마시도록 권합니다."
test_321,Wang Miao가 매니저 Liang에게 전화하여 Mr. Green이 급한 일로 인해 내일 약속을 지킬 수 없음을 알립니다.
test_322,#Person1#은 #Person2#의 도움으로 에나멜 가죽 구두를 구매합니다.
test_323,"Benjamin은 프로젝트 보고서를 어떻게 써야 할지 몰라 고민하고 있다. #Person1#은 그에게 보고서에 포함해야 할 내용과 형식에 대해 설명하고, 마이크로소프트 워드 사용법을 도와주기로 한다."
test_324,"#Person2#는 페퍼로니, 올리브, 추가 치즈로 중간 크기 피자를 주문합니다. #Person1#은 25% 할인된 해산물 피자를 추천하고, #Person2#는 얇은 도우로 주문합니다."
test_325,"#Person1#은 새우 칵테일, 계란 수프, 스테이크, 양파, 블랙커피, 미네랄 워터를 주문합니다."
test_326,"#Person1#은 #Person2#에게 거실, 식당, 침실, 현대적인 주방, 두 개의 화장실이 있는 집에 대해 설명합니다."
test_327,"#Person2#는 #Person1#의 가게에서 구매한 개인 스테레오에 대해 불만을 제기합니다. #Person2#는 스크래치와 소음 문제를 제기하며, #Person1#은 다른 모델로 교환할 수 있다고 제안합니다. 그러나 #Person2#는 영수증에 문제가 있다고 합니다."
test_328,"#Person1#은 #Person2#에게 기숙사 보증금을 빨리 내라고 권유하지만, #Person2#는 교외에서 살고 싶어합니다. #Person1#은 #Person2#에게 도서관에서 공부하는 것을 제안합니다."
test_329,"#Person1#과 #Person2#는 중고 서점에서 책을 둘러보고 있습니다. #Person1#은 1893년에 작성된 메모가 적힌 책을 발견하고, 그 메모가 유명인의 서명일 경우 가치가 있을 것이라고 생각합니다. #Person2#는 자신의 책이 더 나은 선택이라고 생각합니다."
test_330,"#Person1#은 #Person2#를 중앙 테이블로 안내하고, #Person2#는 음식을 주문합니다. #Person2#는 친구를 기다리기 위해 20분 후에 음식을 준비해 달라고 요청합니다."
test_331,#Person1#은 중요한 증명서가 들어 있는 편지를 아들에게 보내고 싶어합니다. #Person2#는 배달 증명 우편으로 보내는 것을 추천합니다.
test_332,#Person1#이 Sally에게 Tom이 보낸 편지를 읽어준다. Tom은 Sally와 John이 1월에 방문하는 것을 기다리고 있다.
test_333,#Person1#과 #Person2#는 컴퓨터 사용에 어려움을 겪고 있다.
test_334,"#Person1#과 #Person2#는 가을 날씨를 좋아합니다. #Person2#는 이번 주말에 소풍을 가자고 제안하지만, #Person1#은 비가 올 것이라고 생각합니다."
test_335,#Person1#은 컴퓨터에 관한 일반 정보를 찾기 위해 참고 자료 데스크에 방문하여 #Person2#에게 도움을 받습니다.
test_336,"#Person2#는 프렌치 가든 레스토랑에서 #Person3#의 도움으로 물, 참치 샌드위치, 야채 수프를 주문합니다."
test_337,"#Person2#는 #Person1#에게 레모네이드, 바비큐 윙, 베이비백 립스를 주문합니다."
test_338,"#Person2#는 식사와 함께 커피를 원하며, 디저트는 나중에 주문할 예정입니다."
test_339,"#Person1#과 #Person2#는 서로에게 데이트 신청, 복권 당첨, 결혼 발표에 대한 질문을 합니다."
test_340,"#Person1#은 #Person2#에게 새 강아지 사진을 보여주고, #Person2#는 강아지가 귀엽다고 생각합니다."
test_341,#Person1#은 엄마에게 Jane 이모가 Tom에게 새 자전거를 사줬다고 말합니다. #Person2#는 #Person1#에게 작년에 새 자전거를 사줬다고 상기시킵니다. #Person1#은 언젠가 큰 차와 비행기를 사겠다고 약속합니다.
test_342,"#Person1#이 #Person2#에게 치마를 추천하지만, 가격이 너무 비싸서 #Person2#는 놀랍니다."
test_343,"#Person2#는 #Person1#에게 #Person2#의 도시가 200년 전에는 작은 마을이었고, 근처에서 대규모 석탄이 발견되면서 산업 중심지로 성장했다고 설명합니다. #Person2#의 도시에는 200년 이상 된 건물과 성이 있습니다."
test_344,"#Person1#과 #Person2#는 환경 문제 해결의 어려움에 대해 이야기합니다. #Person1#은 환경 보호를 목표로 하는 조직에 가입하자고 제안하고, #Person2#도 이에 동의합니다."
test_345,#Person1#은 어제 채팅방에서 100명 이상과 대화를 나누었다고 #Person2#에게 말한다. #Person1#은 남자로는 아무도 대화를 나누고 싶어하지 않아 16살 소녀인 척 했다고 한다. #Person1#은 금요일 밤에 미스 라이트라는 남자와 만나기로 �
test_346,"#Person1#은 Nathan이 시카고에 실습 가는 것에 대해 걱정하지만, Nathan은 대도시에서 잘할 수 있을 것이라며 자신감을 보인다. #Person1#은 Nathan에게 좋은 기회가 될 것이라고 생각한다."
