fname,summary
test_171,"#Person1#과 #Person2#는 런던으로 가는 교통수단에 대해 논의합니다. #Person1#은 기차를 선호하고, #Person2#는 자동차를 선호합니다."
test_172,"톰은 케서린과 함께 패스트푸드점에서 점심을 먹었다. 케서린은 패스트푸드가 건강에 좋지 않다고 생각하여 집에서 싸온 점심을 먹었다. 톰은 패스트푸드가 일상이라고 생각하지만, 케서린은 미국인의 3분의 2가 패스트푸드를 피한다고 말"
test_173,"#Person2#는 #Person1#의 도움으로 레모네이드, 바비큐 윙, 베이비 백 립을 주문합니다."
test_174,"#Person2#는 #Person1#의 도움으로 더블 치즈버거, 컬리프라이, 펩시를 주문합니다."
test_175,"#Person2#는 #Person1#에게 반숙 계란을 부탁했지만, #Person1#은 프라이드 에그를 준비했습니다."
test_176,#Person2#는 #Person1#에게 그랜드 호텔의 위치를 안내합니다.
test_177,#Person1#은 아이들에게 미국 경찰의 외모를 보여주기 위해 #Person2#에게 사진을 찍어달라고 요청합니다.
test_178,"#Person1#은 #Person2#에게 내일 만실이라고 알리고, 선셋 호텔을 추천합니다."
test_179,#Person2#는 미국 비자 신청 과정에 대해 #Person1#에게 설명합니다. #Person2#는 서류를 올바르게 작성하고 필수 서류를 포함시키는 것이 중요하다고 강조합니다.
test_180,"#Person2#가 #Person1#에게 전화를 걸어 함께 시간을 보내자고 제안하지만, #Person1#은 피곤해서 거절합니다."
test_181,"Mary는 #Person1#에게 인터넷 쇼핑이 편리하고 가격이 저렴하다고 설명하며, 온라인 결제 방법을 알려준다."
test_182,"#Person2#는 미국식 회계에 익숙하지 않으며, #Person1#에게 기본적인 회계 개념을 설명합니다."
test_183,"제인은 피터에게 여름 휴가로 시안에 가자고 초대한다. 피터는 이에 관심을 보이며 비용과 일정에 대해 묻는다. 제인은 모니카가 다시 하얼빈에 가기로 했다고 말한다. 피터는 휴가 동안 신장이나 티베트로 가고 싶어하며, 제인은 남서쪽으로 갈"
test_184,"#Person2#는 딸을 위해 로맨스 영화를 대여하려고 합니다. #Person1#은 #Person2#에게 회원 카드를 발급하고, 영화 대여비와 반납 기한에 대해 설명합니다."
test_185,#Person1#이 Mr. Lee에게 전달할 소포를 #Person2#에게 맡깁니다.
test_186,공항이 닫혀서 #Person1#과 #Person2#는 공항 호텔에 머물러야 합니다. #Person1#은 불을 켜 놓지 않으면 잠을 못 자는 습관이 있습니다.
test_187,#Person1#과 #Person2#는 식사 비용을 각자 부담하기로 합의합니다.
test_188,"#Person2#는 성적에 대한 스트레스로 불면증을 겪고 있다. #Person1#은 #Person2#에게 요가 수업을 듣거나 이완 테크닉을 배우고, 하루 중 휴식 시간을 가지며, 가벼운 음악이나 클래식 음악을 듣는 것을 제안한다."
test_189,#Person1#은 #Person2#에게 주방을 현대식으로 바꾸고 싶다고 말합니다.
test_190,Sterling과 Walter는 새 선생님 Professor Wood에 대해 이야기한다.
test_191,#Person1#은 며칠 전에 검사 결과를 받고 싶어합니다. #Person2#는 #Person1#에게 오늘 오후에 상담 예약을 잡자고 제안합니다.
test_192,"Martin은 Eliza 선생님에게 시험 준비가 잘 되고 있으며, 아르바이트를 통해 용돈을 벌고 있다고 말합니다."
test_193,#Person1#은 #Person2#의 도움으로 한국으로 소포를 저렴한 방법으로 보내기로 했습니다.
test_194,"#Person1#은 휴대폰을 잃어버려 걱정하고 있다. #Person2#는 여동생에게 #Person1#이 핸드폰을 잃어버렸다고 전해주기로 하고, 빵집에 다시 연락해보려고 한다."
test_195,#Person1#은 #Person2#에게 자신의 출신지와 방문 계획을 설명합니다.
test_196,"#Person1#과 #Person2#는 여름 방학 계획에 대해 이야기합니다. #Person1#은 여행을 계획하고 있으며, #Person2#는 사업 수업과 아르바이트를 통해 경험을 쌓으려 합니다."
test_197,#Person2#는 #Person1#에게 우유 배달 중에 겪은 불운한 경험을 이야기합니다.
test_198,"#Person2#는 #Person1#에게 6년 동안 회사에서 일하면서 열정은 줄었지만, 더 많은 수입을 얻고 승진할 준비가 되었다고 설명합니다."
test_199,"#Person2#는 #Person1#의 통장 개설을 도와주고, 예금 통장에는 이자가 붙지 않는 이유를 설명합니다."
test_200,"#Person1#은 중국에 와서 중국 음식을 먹어보고 싶어 한다. #Person2#는 #Person1#에게 매운 음식을 추천하지만, #Person1#은 매운 음식을 좋아하지 않는다. 그래서 #Person2#는 베이징 오리구이를 추천하고, #Person1#에게 식당 이름을 종이에 적어준다."
test_201,#Person2#는 #Person1#에게 가격은 합의되었지만 배송이 늦어질까 걱정이라고 말합니다. #Person1#은 #Person2#가 가장 큰 고객이기 때문에 다음 달에 오클랜드를 떠나는 첫 배에 주문을 실어주기로 했습니다.
test_202,#Person1#이 방에서 독서등을 깨뜨려 변상하기 위해 #Person2#의 안내로 양식을 작성합니다.
test_203,"#Person1#은 #Person2#에게 2006 회계연도 마케팅 계획의 첫 번째 부분을 설명합니다. #Person2#는 젊은 소비자들을 끌어들이고, 해외 시장에서의 유통을 두 배로 늘리는 목표를 세웠습니다."
test_204,"#Person2#는 #Person1#에게 유럽 여행 계획을 이야기합니다. #Person2#는 파리, 니스, 밀라노, 에든버러를 방문할 예정입니다."
test_205,Jimmy Fox는 중형차를 예약했으나 차량이 준비되지 않았습니다. #Person2#는 사과하고 작은 차량을 제공하며 보험과 대여료에 대해 할인을 제공합니다.
test_206,"#Person1#은 카드게임을 하고 싶어 하지만, #Person2#는 아빠가 서재에서 일하는 중이라며 허락하지 않습니다."
test_207,Ann은 Mr. Jones에게 이번 주 회의 일정을 알려줍니다.
test_208,"#Person2#는 지리 수업 준비를 위해 지형 지도를 보고 있으며, #Person1#에게 바다와 지형이 기후에 미치는 영향을 설명합니다."
test_209,#Person2#는 금연 방을 예약했으나 현재 방에 담배 냄새가 있어 방 교체를 요청합니다. #Person1#은 사과하며 금연 방을 마련해 주기로 합니다.
test_210,#Person1#은 #Person2#에게 젖어 있는 페인트와 시멘트 위를 걸지 말라고 경고합니다.
test_211,#Person1#은 #Person2#와 즐거운 시간을 보냈습니다. #Person1#은 #Person2#의 번호를 받아 다음 주에 전화하기로 했습니다.
test_212,Bill은 Jim에게 Dick이 이탈리아에서 돌아오고 나서 아팠지만 이제는 괜찮다고 말한다.
test_213,"#Person1#은 #Person2#가 과중한 업무로 인해 착취받고 있다고 생각합니다. #Person2#는 상사가 업무 시간을 완전히 통제한다고 말하며, 추가 수당 없이 최저임금으로 일한다고 설명합니다. #Person1#은 #Person2#에게 그만두라고 제안하지만, #Person2#는 다른 일자리를 찾기 어려워"
test_214,"Lisa는 #Person1#에게 남편 Mark가 바람을 피우고 있다는 사실을 알게 되었고, Mark가 그녀와의 관계를 끝내지 않으면 이혼하겠다고 경고했다고 말합니다."
test_215,#Person2#는 #Person1#에게 의사가 빨간 고기를 줄이고 식단을 정리하라고 조언했다고 말합니다.
test_216,"#Person2#는 #Person1#을 설득하려 하지만, #Person1#은 거절한다."
test_217,"#Person2#는 #Person1#에게 도서관 이용 방법을 설명하고, #Person1#이 회화 영어 관련 책 두 권을 대출할 수 있도록 도와줍니다."
test_218,"#Person1#과 #Person2#는 콜로라도에서의 계절 변화를 그리워하지만, 오늘의 멋진 봄날씨를 즐기고 있습니다. #Person1#은 이번 주말에 해변에 가고 싶어합니다."
test_219,"#Person1#은 #Person2#에게 사진 촬영이 금지된다고 알리고, 카메라를 잠시 맡기도록 요청합니다."
test_220,"#Person2#는 대출 신청에 대한 정보를 얻기 위해 #Person1#에게 문의합니다. #Person1#은 대출 조건을 설명하지만, #Person2#의 낮은 신용 점수로 인해 대출 승인이 어렵다는 것을 알게 됩니다."
test_221,"#Person1#은 모니카의 발표가 성공적이었다고 칭찬하며, 모니카는 동료들과 경제학 전문가의 도움을 받았다고 설명한다."
test_222,#Person1#과 #Person2#는 아침에 뛰는 것에 대해 이야기합니다. #Person2#는 #Person1#에게 내일 함께 뛰자고 제안합니다.
test_223,#Person2#는 #Person1#에게 레스토랑의 영업 시간과 제공하는 음식에 대해 설명합니다.
test_224,#Person1#이 Simpson 씨를 목요일 점심에 초대합니다.
test_225,"#Person1#은 세련된 데이트 상대와 함께 갈 레스토랑을 찾고 있으며, #Person2#는 그레이머시 타번을 추천하고 #Person1#은 이를 수락합니다."
test_226,"#Person2#는 #Person1#에게 음식과 음료의 가격을 설명하고, #Person1#은 팁을 주려 하지만 #Person2#는 이를 거절합니다."
test_227,"#Person1#과 #Person2#는 각자의 나라에서 인기 있는 스포츠에 대해 이야기한다. #Person1#의 나라에서는 골프가 인기가 많고, #Person2#의 나라에서는 축구가 가장 인기가 많다."
test_228,#Person2#는 #Person1#의 도움으로 핀란드 헬싱키로 가는 저렴한 항공편을 예약합니다. #Person2#는 채식 기내식을 요청합니다.
test_229,#Person1#은 #Person2#에게 내일 할머니와 함께 플로리다로 디즈니 월드를 방문할 것이라고 말합니다.
test_230,"#Person2#는 #Person1#에게 호주를 방문하고 싶으며, 그레이트 배리어 리프를 보고 싶다고 말합니다."
test_231,"Laura는 #Person1#에게 헬스장에 가는 이유가 건강과 외모 유지 때문이라고 말한다. #Person1#은 주로 걷기를 운동 삼아 한다. Laura는 친구들과 테니스를 치고 수영과 자전거 타기를 즐기며, #Person1#에게 헬스장에 함께 가자고 제안하지만 #Person1#은 거절한다."
test_232,"#Person2#는 #Person1#에게 로스앤젤레스에서 태어난 것이 아니라 시카고에서 태어났다고 말합니다. #Person2#는 링컨 고등학교를 졸업한 후 유럽으로 갔으며, 1995년에 뮌헨에서 거의 2년간 생활했습니다."
test_233,#Person1#은 새 정장을 #Person2#에게 보여주며 구매 장소와 가격을 설명합니다.
test_234,Ann은 대학 라디오 방송에서 Martha Bicycle Club의 회장인 Robin과 인터뷰를 진행합니다. Robin은 Ann에게 mountain lake cycle tour에 대해 설명합니다.
test_235,#Person1#은 #Person2#에게 아페리티프로 컴파리와 싱어를 추천합니다. #Person2#는 싱어를 좋아합니다.
test_236,"Gregory는 돈이 부족해서 집에서 점심을 먹으려 했지만, Eric이 대신 점심을 사주고 번지 점프에 대해 이야기한다. Gregory는 Eric이 이상해졌다고 느낀다."
test_237,"#Person1#은 #Person2#에게 노르망디 상륙작전에 관한 정보를 검색해 달라고 요청합니다. #Person2#는 관련 웹사이트를 추천하고, 자세한 정보는 역사책을 읽어보라고 조언합니다."
test_238,"#Person1#은 #Person2#에게 헬스장을 안내하며, 철봉 운동 전에 스트레칭을 하라고 조언합니다. #Person2#는 #Person1#이 드는 무게가 많다고 생각합니다."
test_239,#Person2#는 #Person1#에게 학생들을 위한 주차 건물이 캠퍼스 서쪽에 있다고 안내합니다.
test_240,Emily는 미국에서 받은 첫 급여에 대해 이해하지 못하는 부분이 있어 Susan에게 도움을 요청합니다. Susan은 Emily에게 급여 명세서를 설명하며 FICA와 SUI 세금에 대해 설명합니다.
test_241,"#Person2#가 #Person1#에게 자판기 사용 방법을 설명하지만, #Person1#은 자판기를 신뢰하지 않습니다."
test_242,"#Person2#는 #Person1#에게 겨울 방학 동안 태국에 있는 여자친구를 만나러 갈 것이라고 말합니다. 그들은 인터넷을 통해 몇 달 동안 알고 지냈으며, 다음 달에 약혼할 계획입니다."
test_243,제임스와 케이트는 케이트가 새로 산 가구와 카펫에 대해 이야기한다. 제임스는 카펫이 케이트의 예전 카펫과 비슷해 보인다고 말한다.
test_244,"#Person2#는 Bill에게 아침에 조깅과 걷기, 점심시간에 헬스클럽에서 운동, 일주일에 세 번 수영, 라켓볼, 핸드볼을 권장합니다."
test_245,"#Person1#은 과학 과목에 등록할지 고민하고 있으며, #Person2#는 #Person1#에게 적합한 입문 과학 과목을 추천합니다."
test_246,"Tim은 #Person1#에게 자신의 프로젝트와 더 환경친화적인 삶을 사는 방법에 대해 이야기한다. Tim은 자전거를 타고 학교에 가고, 종이 사용을 줄이기 위해 선생님들에게 전자 제출을 추천할 계획이다."
test_247,#Person1#은 토니에게 크리스마스 직전 장난감 부서에서 겪은 피로와 스트레스를 토로한다.
test_248,"Bill은 Sue에게 케이크를 먹어보라고 하지만, Sue는 다이어트 중이며 특정 음식을 피해야 한다고 설명한다. Sue는 뜨거운 스프를 원하고, Bill은 레스토랑에서 스프를 가져다주기로 한다."
test_249,"#Person2#는 여름 옷을 찾고 있으며, #Person1#의 도움으로 티셔츠와 치마를 구매합니다."
test_250,#Person2#는 #Person1#에게 72시간 내에 예약을 재확인하지 않으면 예약이 취소된다고 알립니다.
test_251,#Person2#는 #Person1#에게 부활절에 가족과 함께 교회에 간 후 뷔페식 점심을 먹는다고 설명합니다.
test_252,"#Person1#은 #Person2#에게 아들 토니가 매일 상처 주는 말을 한다고 말합니다. #Person2#는 애정, 인내심, 존중으로 토니를 대하고, 좋은 행동에는 보상을 주며, 나쁜 기분에 대해 처벌을 강조하지 말라고 조언합니다."
test_253,"#Person1#은 #Person2#에게 친구 Julie와 Alex의 결혼 소식을 전하며, Alex의 들러리가 총각 파티를 준비 중이라고 말합니다. #Person2#는 파티에서의 행동에 대해 우려하지만, #Person1#은 큰 문제가 없을 것이라고 생각합니다."
test_254,#Person1#은 #Person2#에게 투표용지를 제공하고 투표 부스로 가도록 안내합니다.
test_255,"#Person1#과 #Person2#는 회사의 인원 감축에 대해 이야기한다. 그들은 조지, 앤디, 리사, 마이클이 잘리지 않을 것이라고 생각하지만, #Person1#은 자신이 잘릴 수도 있다는 것을 깨닫는다."
test_256,"#Person2#는 중국 드라마 '중국식 이혼'을 보고 있으며, #Person1#과 #Person2#는 이혼율 증가와 짧은 결혼 생활에 대해 이야기한다. 그들은 중국의 독자 세대가 결혼에 대해 진지하지 않다고 생각한다."
test_257,"#Person2#는 #Person1#에게 예산이 13,000 RMB 이상이라고 말합니다. #Person1#은 그것이 너무 많다고 생각합니다. #Person2#는 교통비와 호텔비에 대해 설명합니다."
test_258,#Person1#은 #Person2#에게 메리가 파리에 사는 제로드와 결혼했다고 전합니다.
test_259,#Person2#는 택시에서 지갑을 잃어버려 #Person1#에게 돈을 빌립니다. 그들은 함께 책을 사고 주유소에 갈 예정입니다.
test_260,#Person1#은 #Person2#에게 Murphy Music과 U-Tunes가 합병할 것이라는 소식을 전합니다. #Person2#는 그 소식을 믿기 어려워합니다.
test_261,조는 톰의 새 조수가 거만하다고 느낀다.
test_262,Sarah는 #Person1#에게 회의에서 제안을 듣지 못해 속상하다고 말한다. #Person1#은 Sarah에게 짧고 간결하게 말할 것을 조언한다.
test_263,"#Person2#는 이슬람에 관한 프로그램을 보고 있으며, #Person1#에게 무슬림들이 메카로 순례를 가는 이유와 그 과정에서 발생하는 사고에 대해 설명합니다. #Person1#은 여러 신앙에서 순례가 흔하다고 언급하며, #Person2#는 루르드에 대해 이야기합니다."
test_264,Ted는 Jenny에게 데이트 신청할 용기가 없다. Mike는 Ted에게 그녀에게 감정을 표현하라고 격려한다.
test_265,"#Person2#는 #Person1#에게 화가 났을 때 진정하고, 왜 화가 났는지 생각하며, 클래식 음악을 듣거나 운동을 통해 화를 풀라고 조언합니다."
test_266,#Person2#는 #Person1#에게 뉴질랜드에 있는 #Person1#의 가족에 대해 이야기합니다. #Person1#의 외삼촌 Bill과 그의 아내는 #Person1#의 사촌 Sarah와 Jane의 어머니입니다.
test_267,#Person1#은 Stuart 씨가 도시 마라톤에서 우승한 것을 축하합니다.
test_268,"#Person2#는 면세점에서 아이들과 아내를 위한 선물을 구매하려고 합니다. #Person1#은 스니커즈를 추천하지만, 총 지출 금액이 $300을 초과해서 거절합니다. 이후 #Person2#는 아내를 위한 향수를 구매합니다."
test_269,#Person2#는 #Person1#에게 현지 SIM 카드를 구매하여 영국으로 저렴하게 전화할 것을 제안합니다.
test_270,"Mr. Brown은 #Person2#에게 월급을 제안하고, #Person2#는 감사의 뜻을 전합니다."
test_271,"#Person1#과 #Person2#는 Barry와 그의 형 Paul에 대해 이야기합니다. #Person2#는 자신이 정중하고, 신중하며, 편안하고, 수줍음이 많다고 생각하지만, #Person1#은 #Person2#가 수줍음이 많지 않다고 생각합니다."
test_272,#Person1#은 #Person2#에게 3개의 침실과 2개의 화장실이 있는 중간 크기의 집을 찾는 데 도움을 요청합니다. #Person1#은 ABC 학군 내에서 전망이 좋은 집을 선호합니다.
test_273,Grant 씨는 샘플을 보고 다음 주에 #Person2#에게 연락하기로 했습니다.
test_274,#Person2#는 #Person1#에게 PHS에서 Sons으로 가는 방법을 설명합니다.
test_275,Mr. Lee가 Mrs. Word를 집까지 태워주고 우산을 들어주었습니다.
test_276,"#Person1#은 #Person2#의 어깨를 검사하고 심각하지 않다고 판단하지만, 어깨 엑스레이를 찍기 위해 병원에 머물러야 한다고 합니다."
test_277,#Person2#는 신용카드를 분실하여 #Person1#에게 도움을 요청합니다.
test_278,"#Person1#은 잠을 자고 싶어 하고, #Person2#는 #Person1#에게 일어날 때 깨워주겠다고 약속합니다."
test_279,"#Person2#는 #Person1#의 도움으로 중국 음식을 주문합니다. #Person2#는 두유, 밸류 밀 두 개, 고추장을 추가로 요청합니다."
test_280,#Person1#과 #Person2#는 식당에 가서 줄을 서고 있습니다. #Person1#은 크림 케이크를 좋아하지만 #Person2#는 느끼해서 좋아하지 않습니다.
test_281,"#Person1#은 Lucy에게 노래를 시키려 하지만, Lucy는 Stanley를 위해 엘비스의 노래를 듣고 싶어 한다."
test_282,"#Person2#는 영화 상영의 개념을 혁신해야 한다고 생각하며, 영화관이 단순히 영화를 보는 장소가 아니라 사람들과 만나는 장소가 되어야 한다고 말합니다."
test_283,"#Person2#는 가볍고 산뜻한 드레스를 찾고 있으며, #Person1#은 실크와 면 드레스를 추천합니다. #Person2#는 하얀색 드레스를 선호합니다."
test_284,Joshua는 아빠에게 용돈을 요청하지만 아빠는 잊어버렸습니다. Joshua는 침대 밑의 비밀 돈통에서 13달러를 꺼내 사용할 계획입니다.
test_285,"#Person1#과 #Person2#는 Mike의 생일 파티 초대장을 받았고, #Person2#는 #Person1#을 차로 데려갈 예정입니다."
test_286,"#Person2#는 #Person1#이 소포를 우선우편으로 보내도록 도와주고, 우표와 우편환 구입 방법을 안내합니다."
test_287,"#Person1#과 #Person2#는 지진의 심각성에 대해 이야기합니다. #Person2#는 지진이 세계에서 가장 무서운 자연재해 중 하나라고 언급하며, 중국은 유라시아 판에 위치해 있어 지진이 자주 발생한다고 설명합니다."
test_288,"#Person1#은 습하고 추운 날씨를 겪고 있으며, #Person2#는 장마가 곧 끝날 것이라고 말합니다. #Person1#은 따뜻한 날씨를 선호합니다."
test_289,"#Person1#과 #Person2#는 배구 경기가 끝난 후 올림픽 기념품 가게에 가기로 했습니다. #Person1#은 올림픽 마스코트를 사고 싶어 하고, #Person2#는 다양한 기념품을 소개합니다."
test_290,#Person1#은 #Person2#의 도움으로 알루미늄 소재의 나무 손잡이가 있는 16인치 팬을 구매합니다.
test_291,#Person1#과 #Person2#는 퇴근 후에 만나 함께 귀가하기로 했습니다.
test_292,"#Person1#은 Mr. Becker에게 워싱턴의 관료들이 그들의 직업을 좋아하는 이유를 묻습니다. Becker는 공무원 생활이 보람 있고 안정적인 직업이며, 많은 직책이 민간 업계와 비슷한 급여를 지급한다고 설명합니다."
test_293,#Person1#은 Pete와 Henry를 소개합니다. Pete와 Henry는 서로의 출신 지역에 대해 이야기합니다. #Person1#은 Pete와 Henry에게 오늘 저녁에 만두집에서 저녁을 먹고 노래방에 가자고 제안합니다.
test_294,"Julie는 Mr. Jones에게 식중독으로 인해 일주일 동안 수업에 참석하지 못했다고 설명합니다. 그녀는 친구들이 노트 필기를 대신 가져다주고, 생물학 수업 자료를 인터넷에서 다운로드할 수 있다고 말합니다."
test_295,"#Person1#은 Mike에게 친구들을 맞이하기 위해 음료수를 사오고 커피를 만들어 달라고 부탁합니다. Mike는 과일 주스, 콜라, 커피, 설탕, 사과를 사오기로 합니다."
test_296,"#Person1#은 #Person2#를 자신의 아파트로 데려갑니다. #Person2#는 19시간이 걸리는 버스 여행에 대해 불편함을 느끼며, 다음 번에 #Person1#을 방문할 때는 비행기를 이용할 계획입니다."
test_297,"#Person1#은 #Person2#에게 주말 근무와 외국어 능력, 대중 연설에 대해 질문합니다. #Person2#는 이에 대해 긍정적으로 답변합니다."
test_298,지미는 어제 에이미에게 제니와 빌과 함께 베이하이 공원에서 즐거운 피크닉을 했다고 전한다. 에이미는 지미에게 책을 돌려주고 싶어 한다.
test_299,"#Person1#은 #Person2#에게 차를 마시자고 제안하지만, #Person2#는 정원에 물을 주어야 한다고 합니다. 그러나 곧 비가 시작되어 결국 함께 차를 마실 수 있게 됩니다."
test_300,#Person1#은 #Person2#에게 긴급 회의를 소집하고 Ken이 돌아오면 일정을 잡아달라고 요청합니다.
test_301,#Person2#는 #Person1#의 도움으로 편지를 등기로 보내기 위해 우표를 구매합니다.
test_302,#Person1#은 Mr. Smith에게 심각한 감염을 치료하기 위해 항생제와 크림을 처방합니다.
test_303,"#Person1#은 #Person2#에게 중국의 다양한 공예품을 소개하고, #Person2#는 자수를 보고 싶어합니다."
test_304,#Person1#은 #Person2#에게 에펠탑의 설계자와 높이에 대해 설명합니다.
test_305,#Person1#은 Brian에게 영어 실력과 미국 방문 경험에 대해 질문합니다.
test_306,#Person2#는 한 시간 전에 도착해야 했지만 아직 도착하지 않아 초조해하고 있습니다. #Person1#은 #Person2#를 위로하려고 합니다.
test_307,"#Person1#은 #Person2#에게 그들이 하는 일에 문제가 있다고 경고하지만, #Person2#는 이를 부정합니다."
test_308,#Person1#과 #Person2#는 John과 그의 여자친구가 매우 잘 어울리는 커플이라고 생각합니다.
test_309,"#Person1#과 #Person2#는 런던의 역사적인 장소들, 예를 들어 넬슨 기념탑, 웨스트민스터 사원, 보우디카 동상, 런던 타워, 그리고 마담 투소 밀랍 인형 박물관에 대해 이야기합니다."
test_310,"다니엘은 #Person2#에게 자신이 과학을 가장 좋아한다고 말한다. #Person2#는 다니엘이 장난꾸러기라고 생각하지만, 다니엘은 자신이 영리하다고 주장한다."
test_311,"#Person2#가 #Person1#을 위해 베이비 샤워를 준비했습니다. #Person1#은 작은 턱받이, 유모차, 식탁의자, 카시트, 놀이펜, 침대 등 다양한 선물을 받았습니다."
test_312,"#Person1#은 중국으로 관광을 가고 싶어 하지만, #Person2#는 바빠서 함께 갈 수 없습니다."
test_313,Tim이 Karren과의 인사를 마치고 떠난다.
test_314,"#Person2#는 #Person1#에게 Michael이 새 오토바이를 샀고, #Person2#도 오토바이를 타보았지만 자전거를 더 선호한다고 말합니다."
test_315,"#Person2#는 #Person1#에게 자신이 중국어, 영어, 프랑스어를 할 줄 알며, 영어로 일반 사무 작업을 할 수 있다고 설명합니다."
test_316,"#Person2#가 타일러 집에 전화를 걸었고, 낸시가 대신 받았습니다. #Person2#는 앤디가 전화했다고 낸시에게 전해달라고 요청했습니다."
test_317,"#Person1#의 비행기가 취소되었습니다. #Person1#은 내일 비행기를 원하지만, #Person2#는 50% 할인된 가격으로 내일 비행기를 예약해 줍니다."
test_318,#Person1#과 #Person2#는 점심으로 치즈버거와 밀크셰이크를 먹기 위해 버거 퀸에 가기로 했습니다. #Person1#은 음식을 기다리는 동안 #Person2#에게 벨기에 스타일 감자튀김을 추천합니다.
test_319,#Person1#은 #Person2#에게 초과 수하물 요금을 지불하도록 안내합니다.
test_320,"#Person1#은 목이 마르고 탄산음료를 마시고 싶어하지만, #Person2#는 탄산음료가 갈증을 제대로 풀어주지 못하고 건강에 좋지 않으니 물을 마시라고 조언한다."
test_321,"Wang Miao는 매니저 Liang에게 Mr. Green이 급한 일로 인해 내일 약속에 참석할 수 없음을 알리고, Mr. Liang이 돌아오면 다시 약속을 잡기로 했습니다."
test_322,#Person1#은 #Person2#의 도움으로 에나멜 가죽 구두를 구매합니다.
test_323,Benjamin은 프로젝트 보고서를 어떻게 써야 할지 몰라 고민하고 있다. #Person1#은 Benjamin에게 보고서에 포함되어야 할 내용과 형식에 대해 설명해준다.
test_324,"#Person2#는 #Person1#의 도움으로 페퍼로니, 올리브, 추가 치즈로 중간 크기 피자를 주문합니다. #Person2#는 25% 할인된 해산물 피자를 얇은 도우로 주문합니다."
test_325,"#Person1#은 #Person2#의 도움으로 새우 칵테일, 계란 수프, 스테이크, 양파, 블랙커피, 미네랄 워터를 주문합니다."
test_326,"#Person1#은 #Person2#에게 집의 거실, 주방, 화장실에 대해 설명합니다."
test_327,"#Person2#는 #Person1#의 가게에서 구입한 개인 스테레오에 대해 불만을 제기합니다. #Person2#는 제품에 스크래치가 있고 소음 차단 기능이 제대로 작동하지 않는다고 주장합니다. #Person1#은 제품을 구매하기 전에 확인하는 것은 고객의 책임이라고 설명하지만, #Person2#는 이를 받아들이지 않습니다."
test_328,"#Person1#은 #Person2#에게 내년 기숙사 보증금을 냈는지 물어본다. #Person2#는 아직 냈지 않으며, 기숙사가 너무 시끄러워 교외에 사는 것을 고려하고 있다. #Person1#은 도서관에서 공부하는 것을 권장한다."
test_329,"#Person1#과 #Person2#는 중고 서점에서 책을 둘러보고 있습니다. #Person1#은 유명한 사람의 서명이 있는 책에 관심을 보이며, #Person2#는 50센트짜리 책이 더 경제적이라고 생각합니다."
test_330,#Person1#은 #Person2#를 중앙 테이블로 안내하고 음식을 주문하도록 도와줍니다. #Person2#는 친구를 기다리기 위해 음식을 나중에 준비해 달라고 요청합니다.
test_331,#Person1#은 아들에게 중요한 증명서를 보내고 싶어 합니다. #Person2#는 배달 증명 우편을 추천합니다.
test_332,Tom은 Sally와 John에게 결혼 후 처음으로 방문했을 때 연락할 수 있도록 자신의 전화번호를 남겼다.
test_333,#Person1#은 #Person2#에게 도서관의 컴퓨터 사용이 어렵다고 불평합니다.
test_334,"#Person1#과 #Person2#는 날씨에 대해 이야기합니다. #Person2#는 이번 주말에 소풍을 가자고 제안하지만, #Person1#은 일기예보가 비가 올 것이라고 말합니다."
test_335,#Person2#는 #Person1#에게 컴퓨터 관련 잡지의 제목을 알려주고 찾는 방법을 보여줍니다.
test_336,#Person2#는 프렌치 가든 레스토랑에 방문하여 #Person3#의 도움으로 음료와 음식을 주문합니다.
test_337,"#Person2#는 #Person1#의 도움으로 레모네이드, 바비큐 윙, 베이비백 립스를 주문합니다."
test_338,"#Person2#는 #Person1#에게 식사와 함께 커피를 주문하고, 나중에 디저트를 주문할 계획입니다."
test_339,"#Person1#과 #Person2#는 데이트 신청, 복권 당첨, 결혼 소식에 대한 대화를 나눕니다."
test_340,"#Person1#은 #Person2#에게 새 강아지 사진을 보여주며, #Person2#는 그 강아지가 귀엽다고 생각합니다."
test_341,"#Person1#은 #Person2#에게 Jane 이모가 Tom에게 새 자전거를 사줬다고 말합니다. #Person1#은 언젠가 큰 차를 사고, #Person2#를 위해 비행기를 사주겠다고 약속합니다."
test_342,"#Person2#는 유행하는 치마를 찾고 있으며, #Person1#의 도움으로 치마를 구매합니다."
test_343,"#Person2#는 #Person1#에게 자신의 도시가 역사적인 장소는 아니지만, 200년 전 작은 마을에서 시작해 대규모 석탄 발견으로 성장했다고 설명한다. #Person2#의 도시에는 200년 이상 된 건물과 성이 남아 있다."
test_344,#Person1#과 #Person2#는 환경 문제에 대해 이야기하고 있습니다. 그들은 모두가 장기적인 관점이 아닌 단기적인 관점으로 문제를 보고 있다고 생각합니다. #Person1#은 환경 보호를 목표로 하는 조직에 가입할 것을 제안합니다.
test_345,"#Person1#은 #Person2#에게 채팅방에서 100명 이상과 대화를 나누고 있다고 말한다. #Person1#은 남자와 대화하기 어려워 16살 소녀인 척 했고, 금요일 밤에 만나기로 했다. #Person2#는 #Person1#에게 좋은 의사를 찾으라고 조언한다."
